Data prepared by Tyler R. & Dave F.,,,,
Data corresponds to inputs from 54 balancing authorities summed together post anomaly identification and imputation.,,,,
This provides coverage over all of CONUS.,,,,
The two excluded balancing authorities (SEC and OVEC) account for less than 0.1% of the CONUS total.,,,,
This file corresponds to an updated data cleaning round with one additional year of data included compared to that found in the final version of data published in,,,,
Scientific Data: https://zenodo.org/record/3690240,,,,
Data was querried from the EIA database on 28 Sept 2020,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2019,2,1,10,526841.863
2019,2,1,11,544964.6376
2019,2,1,12,602694.6384
2019,2,1,13,683204.6044
2019,2,1,14,741460.9651
2019,2,1,15,743251.7748
2019,2,1,16,732546.9947
2019,2,1,17,735872.8023
2019,2,1,18,746664.1131
2019,2,1,19,756008.4152
2019,2,1,20,754599.4279
2019,2,1,21,768923.4353
2019,2,1,22,817255.9372
2019,2,1,23,888572.5286
2019,2,1,24,968241.7105
2019,2,2,1,928886.0129
2019,2,2,2,819510.1909
2019,2,2,3,760673.286
2019,2,2,4,696042.7987
2019,2,2,5,631280.52
2019,2,2,6,585318.4159
2019,2,2,7,552859.1079
2019,2,2,8,534298.5883
2019,2,2,9,525199.7632
2019,2,2,10,529489.8465
2019,2,2,11,547915.3475
2019,2,2,12,608427.0902
2019,2,2,13,692377.8554
2019,2,2,14,753831.5702
2019,2,2,15,758379.3233
2019,2,2,16,748802.9044
2019,2,2,17,752205.4457
2019,2,2,18,760020.4288
2019,2,2,19,771237.0563
2019,2,2,20,768371.1947
2019,2,2,21,779579.5559
2019,2,2,22,825487.7175
2019,2,2,23,896575.1715
2019,2,2,24,982303.9424
2019,2,3,1,946939.6734
2019,2,3,2,841393.0255
2019,2,3,3,784566.1849
2019,2,3,4,717887.0653
2019,2,3,5,654433.4153
2019,2,3,6,610850.6178
2019,2,3,7,579409.1184
2019,2,3,8,563378.6062
2019,2,3,9,556013.5549
2019,2,3,10,562296.0486
2019,2,3,11,582563.5296
2019,2,3,12,643196.5408
2019,2,3,13,728065.2016
2019,2,3,14,787793.7274
2019,2,3,15,788395.7958
2019,2,3,16,773434.7814
2019,2,3,17,770992.6273
2019,2,3,18,774908.2604
2019,2,3,19,779013.325
2019,2,3,20,771312.7804
2019,2,3,21,779980.1293
2019,2,3,22,823218.6774
2019,2,3,23,891182.5298
2019,2,3,24,967145.1279
2019,2,4,1,929067.0615
2019,2,4,2,823809.6567
2019,2,4,3,770754.0401
2019,2,4,4,710205.6376
2019,2,4,5,656442.9044
2019,2,4,6,618221.1916
