Data prepared by Tyler R. & Dave F.,,,,
Data corresponds to inputs from 54 balancing authorities summed together post anomaly identification and imputation.,,,,
This provides coverage over all of CONUS.,,,,
The two excluded balancing authorities (SEC and OVEC) account for less than 0.1% of the CONUS total.,,,,
This file corresponds to an updated data cleaning round with one additional year of data included compared to that found in the final version of data published in,,,,
Scientific Data: https://zenodo.org/record/3690240,,,,
Data was querried from the EIA database on 28 Sept 2020,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2019,3,18,23,1.8041E+11
2019,3,18,24,1.8971E+11
2019,3,19,1,2.00933E+11
2019,3,19,2,2.00188E+11
2019,3,19,3,1.88769E+11
2019,3,19,4,1.72461E+11
2019,3,19,5,1.58613E+11
2019,3,19,6,1.50036E+11
2019,3,19,7,1.45404E+11
2019,3,19,8,1.45108E+11
2019,3,19,9,1.49246E+11
2019,3,19,10,1.60555E+11
2019,3,19,11,1.87602E+11
2019,3,19,12,2.1423E+11
2019,3,19,13,2.21877E+11
2019,3,19,14,2.16851E+11
2019,3,19,15,2.07492E+11
2019,3,19,16,1.96431E+11
2019,3,19,17,1.86778E+11
2019,3,19,18,1.79651E+11
2019,3,19,19,1.74566E+11
2019,3,19,20,1.70906E+11
2019,3,19,21,1.69411E+11
2019,3,19,22,1.69943E+11
2019,3,19,23,1.72655E+11
2019,3,19,24,1.81516E+11
2019,3,20,1,1.93255E+11
2019,3,20,2,1.93283E+11
2019,3,20,3,1.83473E+11
2019,3,20,4,1.68034E+11
2019,3,20,5,1.55937E+11
2019,3,20,6,1.46342E+11
2019,3,20,7,1.41305E+11
2019,3,20,8,1.40442E+11
2019,3,20,9,1.43111E+11
2019,3,20,10,1.54396E+11
2019,3,20,11,1.80306E+11
2019,3,20,12,2.05546E+11
2019,3,20,13,2.13324E+11
2019,3,20,14,2.09559E+11
2019,3,20,15,2.01692E+11
2019,3,20,16,1.92259E+11
2019,3,20,17,1.84542E+11
2019,3,20,18,1.8052E+11
2019,3,20,19,1.76376E+11
2019,3,20,20,1.73684E+11
2019,3,20,21,1.73922E+11
2019,3,20,22,1.75709E+11
2019,3,20,23,1.78374E+11
2019,3,20,24,1.84985E+11
2019,3,21,1,1.91916E+11
2019,3,21,2,1.89577E+11
2019,3,21,3,1.7753E+11
2019,3,21,4,1.61185E+11
2019,3,21,5,1.46864E+11
2019,3,21,6,1.37725E+11
2019,3,21,7,1.31593E+11
2019,3,21,8,1.2914E+11
2019,3,21,9,1.31214E+11
2019,3,21,10,1.39791E+11
2019,3,21,11,1.62214E+11
2019,3,21,12,1.86659E+11
2019,3,21,13,1.97358E+11
2019,3,21,14,2.01025E+11
2019,3,21,15,1.99556E+11
2019,3,21,16,1.94711E+11
2019,3,21,17,1.89673E+11
2019,3,21,18,1.8581E+11
2019,3,21,19,1.82843E+11
2019,3,21,20,1.79634E+11
2019,3,21,21,1.79781E+11
2019,3,21,22,1.80645E+11
2019,3,21,23,1.81685E+11
2019,3,21,24,1.85514E+11
2019,3,22,1,1.92172E+11
2019,3,22,2,1.91215E+11
2019,3,22,3,1.80227E+11
2019,3,22,4,1.63804E+11
2019,3,22,5,1.49879E+11
2019,3,22,6,1.40626E+11
2019,3,22,7,1.35017E+11
2019,3,22,8,1.32815E+11
2019,3,22,9,1.35008E+11
2019,3,22,10,1.44061E+11
2019,3,22,11,1.66756E+11
2019,3,22,12,1.91335E+11
2019,3,22,13,2.02503E+11
2019,3,22,14,2.04152E+11
2019,3,22,15,2.00341E+11
2019,3,22,16,1.92988E+11
2019,3,22,17,1.85447E+11
2019,3,22,18,1.80307E+11
2019,3,22,19,1.75522E+11
2019,3,22,20,1.72513E+11
2019,3,22,21,1.70336E+11
2019,3,22,22,1.70728E+11
2019,3,22,23,1.70728E+11
2019,3,22,24,1.73199E+11
2019,3,23,1,1.80343E+11
2019,3,23,2,1.79689E+11
2019,3,23,3,1.72274E+11
2019,3,23,4,1.59388E+11
2019,3,23,5,1.4752E+11
2019,3,23,6,1.3788E+11
2019,3,23,7,1.32229E+11
2019,3,23,8,1.30066E+11
2019,3,23,9,1.30085E+11
2019,3,23,10,1.3428E+11
2019,3,23,11,1.43227E+11
2019,3,23,12,1.56282E+11
2019,3,23,13,1.66711E+11
2019,3,23,14,1.70503E+11
2019,3,23,15,1.68753E+11
2019,3,23,16,1.63749E+11
2019,3,23,17,1.58789E+11
2019,3,23,18,1.52427E+11
2019,3,23,19,1.47393E+11
2019,3,23,20,1.44012E+11
2019,3,23,21,1.43097E+11
2019,3,23,22,1.4504E+11
2019,3,23,23,1.47483E+11
2019,3,23,24,1.52095E+11
2019,3,24,1,1.60613E+11
2019,3,24,2,1.61931E+11
2019,3,24,3,1.57064E+11
2019,3,24,4,1.46606E+11
2019,3,24,5,1.35815E+11
2019,3,24,6,1.28052E+11
2019,3,24,7,1.23023E+11
2019,3,24,8,1.20246E+11
2019,3,24,9,1.19937E+11
2019,3,24,10,1.22492E+11
2019,3,24,11,1.28153E+11
2019,3,24,12,1.36558E+11
2019,3,24,13,1.4425E+11
2019,3,24,14,1.48465E+11
2019,3,24,15,1.48549E+11
2019,3,24,16,1.46226E+11
2019,3,24,17,1.44884E+11
2019,3,24,18,1.43592E+11
2019,3,24,19,1.42502E+11
2019,3,24,20,1.43356E+11
2019,3,24,21,1.46338E+11
2019,3,24,22,1.49826E+11
2019,3,24,23,1.54679E+11
2019,3,24,24,1.60767E+11
2019,3,25,1,1.68951E+11
2019,3,25,2,1.67507E+11
2019,3,25,3,1.58183E+11
2019,3,25,4,1.43816E+11
2019,3,25,5,1.29263E+11
2019,3,25,6,1.19361E+11
2019,3,25,7,1.13488E+11
2019,3,25,8,1.11541E+11
2019,3,25,9,1.13085E+11
2019,3,25,10,1.21903E+11
2019,3,25,11,1.43358E+11
2019,3,25,12,1.66026E+11
2019,3,25,13,1.77587E+11
2019,3,25,14,1.83921E+11
2019,3,25,15,1.86647E+11
2019,3,25,16,1.85977E+11
2019,3,25,17,1.84845E+11
2019,3,25,18,1.84067E+11
2019,3,25,19,1.83825E+11
2019,3,25,20,1.84894E+11
2019,3,25,21,1.8696E+11
2019,3,25,22,1.89578E+11
2019,3,25,23,1.92256E+11
2019,3,25,24,1.9616E+11
2019,3,26,1,2.02101E+11
2019,3,26,2,1.97609E+11
2019,3,26,3,1.83517E+11
2019,3,26,4,1.64044E+11
2019,3,26,5,1.47415E+11
2019,3,26,6,1.36339E+11
2019,3,26,7,1.29288E+11
2019,3,26,8,1.26814E+11
2019,3,26,9,1.28369E+11
2019,3,26,10,1.37851E+11
2019,3,26,11,1.60637E+11
2019,3,26,12,1.83371E+11
2019,3,26,13,1.91856E+11
2019,3,26,14,1.9388E+11
2019,3,26,15,1.92381E+11
2019,3,26,16,1.88299E+11
2019,3,26,17,1.84564E+11
2019,3,26,18,1.81228E+11
2019,3,26,19,1.77909E+11
2019,3,26,20,1.74932E+11
2019,3,26,21,1.75957E+11
2019,3,26,22,1.78009E+11
2019,3,26,23,1.80658E+11
2019,3,26,24,1.87279E+11
2019,3,27,1,1.9731E+11
2019,3,27,2,1.96862E+11
2019,3,27,3,1.84542E+11
2019,3,27,4,1.67382E+11
2019,3,27,5,1.52739E+11
2019,3,27,6,1.43097E+11
2019,3,27,7,1.37327E+11
2019,3,27,8,1.3586E+11
2019,3,27,9,1.39122E+11
2019,3,27,10,1.4996E+11
2019,3,27,11,1.74322E+11
2019,3,27,12,1.97827E+11
2019,3,27,13,2.03097E+11
2019,3,27,14,1.99915E+11
2019,3,27,15,1.93925E+11
2019,3,27,16,1.86434E+11
2019,3,27,17,1.80071E+11
2019,3,27,18,1.75177E+11
2019,3,27,19,1.71476E+11
2019,3,27,20,1.69443E+11
2019,3,27,21,1.70428E+11
2019,3,27,22,1.72457E+11
2019,3,27,23,1.74701E+11
2019,3,27,24,1.80701E+11
2019,3,28,1,1.89754E+11
2019,3,28,2,1.89301E+11
2019,3,28,3,1.77097E+11
2019,3,28,4,1.6082E+11
2019,3,28,5,1.47659E+11
2019,3,28,6,1.3823E+11
2019,3,28,7,1.32141E+11
2019,3,28,8,1.30164E+11
2019,3,28,9,1.32318E+11
2019,3,28,10,1.42542E+11
2019,3,28,11,1.6606E+11
2019,3,28,12,1.8817E+11
2019,3,28,13,1.93635E+11
2019,3,28,14,1.90303E+11
2019,3,28,15,1.85509E+11
2019,3,28,16,1.79872E+11
2019,3,28,17,1.74405E+11
2019,3,28,18,1.71116E+11
2019,3,28,19,1.69155E+11
2019,3,28,20,1.68212E+11
2019,3,28,21,1.69421E+11
2019,3,28,22,1.71974E+11
2019,3,28,23,1.73611E+11
2019,3,28,24,1.77349E+11
2019,3,29,1,1.84811E+11
2019,3,29,2,1.81529E+11
2019,3,29,3,1.69336E+11
2019,3,29,4,1.52335E+11
2019,3,29,5,1.38516E+11
2019,3,29,6,1.27309E+11
2019,3,29,7,1.21567E+11
2019,3,29,8,1.19081E+11
2019,3,29,9,1.20134E+11
2019,3,29,10,1.26955E+11
2019,3,29,11,1.46238E+11
2019,3,29,12,1.66328E+11
2019,3,29,13,1.76333E+11
2019,3,29,14,1.80574E+11
2019,3,29,15,1.81422E+11
2019,3,29,16,1.79299E+11
2019,3,29,17,1.76859E+11
2019,3,29,18,1.7473E+11
2019,3,29,19,1.72614E+11
2019,3,29,20,1.71186E+11
2019,3,29,21,1.69962E+11
2019,3,29,22,1.6962E+11
2019,3,29,23,1.69159E+11
2019,3,29,24,1.70282E+11
2019,3,30,1,1.7353E+11
2019,3,30,2,1.67198E+11
2019,3,30,3,1.58409E+11
2019,3,30,4,1.4586E+11
2019,3,30,5,1.34671E+11
2019,3,30,6,1.23713E+11
2019,3,30,7,1.15938E+11
2019,3,30,8,1.11529E+11
2019,3,30,9,1.10396E+11
2019,3,30,10,1.12646E+11
2019,3,30,11,1.1833E+11
2019,3,30,12,1.27583E+11
2019,3,30,13,1.37962E+11
2019,3,30,14,1.47999E+11
2019,3,30,15,1.53566E+11
2019,3,30,16,1.5596E+11
2019,3,30,17,1.5593E+11
2019,3,30,18,1.55135E+11
2019,3,30,19,1.53732E+11
2019,3,30,20,1.53849E+11
2019,3,30,21,1.56461E+11
2019,3,30,22,1.56696E+11
2019,3,30,23,1.5519E+11
2019,3,30,24,1.57724E+11
2019,3,31,1,1.64127E+11
2019,3,31,2,1.64279E+11
2019,3,31,3,1.5699E+11
2019,3,31,4,1.46037E+11
2019,3,31,5,1.34877E+11
2019,3,31,6,1.25504E+11
2019,3,31,7,1.18555E+11
2019,3,31,8,1.14985E+11
2019,3,31,9,1.1372E+11
2019,3,31,10,1.15006E+11
2019,3,31,11,1.20233E+11
2019,3,31,12,1.28426E+11
2019,3,31,13,1.401E+11
2019,3,31,14,1.52006E+11
2019,3,31,15,1.58703E+11
2019,3,31,16,1.62525E+11
2019,3,31,17,1.62763E+11
2019,3,31,18,1.59926E+11
2019,3,31,19,1.56727E+11
2019,3,31,20,1.54504E+11
2019,3,31,21,1.53604E+11
2019,3,31,22,1.56495E+11
2019,3,31,23,1.59821E+11
2019,3,31,24,1.67983E+11
2019,4,1,1,1.80807E+11
2019,4,1,2,1.81883E+11
2019,4,1,3,1.74749E+11
2019,4,1,4,1.61949E+11
2019,4,1,5,1.50335E+11
2019,4,1,6,1.41806E+11
2019,4,1,7,1.39098E+11
2019,4,1,8,1.38648E+11
2019,4,1,9,1.42322E+11
2019,4,1,10,1.55901E+11
2019,4,1,11,1.82686E+11
2019,4,1,12,2.07628E+11
2019,4,1,13,2.16772E+11
2019,4,1,14,2.16995E+11
2019,4,1,15,2.12372E+11
2019,4,1,16,2.04494E+11
2019,4,1,17,1.95781E+11
2019,4,1,18,1.88332E+11
2019,4,1,19,1.81606E+11
2019,4,1,20,1.76847E+11
2019,4,1,21,1.74853E+11
2019,4,1,22,1.76819E+11
2019,4,1,23,1.81066E+11
2019,4,1,24,1.89973E+11
2019,4,2,1,2.02786E+11
2019,4,2,2,2.0233E+11
2019,4,2,3,1.9114E+11
2019,4,2,4,1.75719E+11
2019,4,2,5,1.59948E+11
2019,4,2,6,1.49385E+11
2019,4,2,7,1.43493E+11
2019,4,2,8,1.41096E+11
2019,4,2,9,1.43383E+11
2019,4,2,10,1.53761E+11
2019,4,2,11,1.78192E+11
2019,4,2,12,2.01981E+11
2019,4,2,13,2.09798E+11
2019,4,2,14,2.08249E+11
2019,4,2,15,2.02787E+11
2019,4,2,16,1.95717E+11
2019,4,2,17,1.88722E+11
2019,4,2,18,1.8348E+11
2019,4,2,19,1.80297E+11
2019,4,2,20,1.77792E+11
2019,4,2,21,1.77393E+11
2019,4,2,22,1.79161E+11
2019,4,2,23,1.81683E+11
2019,4,2,24,1.8573E+11
2019,4,3,1,1.94226E+11
2019,4,3,2,1.94143E+11
2019,4,3,3,1.82345E+11
2019,4,3,4,1.66468E+11
2019,4,3,5,1.52642E+11
2019,4,3,6,1.4063E+11
2019,4,3,7,1.35238E+11
2019,4,3,8,1.32957E+11
2019,4,3,9,1.35219E+11
2019,4,3,10,1.45577E+11
2019,4,3,11,1.69016E+11
2019,4,3,12,1.90747E+11
2019,4,3,13,1.96129E+11
2019,4,3,14,1.91301E+11
2019,4,3,15,1.84874E+11
2019,4,3,16,1.78788E+11
2019,4,3,17,1.74005E+11
2019,4,3,18,1.71091E+11
2019,4,3,19,1.69357E+11
2019,4,3,20,1.6749E+11
2019,4,3,21,1.67734E+11
2019,4,3,22,1.69333E+11
2019,4,3,23,1.71065E+11
2019,4,3,24,1.7522E+11
2019,4,4,1,1.84294E+11
2019,4,4,2,1.82671E+11
2019,4,4,3,1.71375E+11
2019,4,4,4,1.55126E+11
2019,4,4,5,1.39879E+11
2019,4,4,6,1.29516E+11
2019,4,4,7,1.22981E+11
2019,4,4,8,1.20021E+11
2019,4,4,9,1.21617E+11
2019,4,4,10,1.29644E+11
2019,4,4,11,1.50393E+11
2019,4,4,12,1.70905E+11
2019,4,4,13,1.79496E+11
2019,4,4,14,1.817E+11
2019,4,4,15,1.82029E+11
2019,4,4,16,1.81054E+11
2019,4,4,17,1.78415E+11
2019,4,4,18,1.78122E+11
2019,4,4,19,1.77317E+11
2019,4,4,20,1.76011E+11
2019,4,4,21,1.77297E+11
2019,4,4,22,1.80061E+11
2019,4,4,23,1.82143E+11
2019,4,4,24,1.86497E+11
2019,4,5,1,1.92059E+11
2019,4,5,2,1.88247E+11
2019,4,5,3,1.7498E+11
2019,4,5,4,1.567E+11
2019,4,5,5,1.41268E+11
2019,4,5,6,1.29512E+11
2019,4,5,7,1.21913E+11
2019,4,5,8,1.17225E+11
2019,4,5,9,1.17591E+11
2019,4,5,10,1.24108E+11
2019,4,5,11,1.41769E+11
2019,4,5,12,1.61093E+11
2019,4,5,13,1.71481E+11
2019,4,5,14,1.78788E+11
2019,4,5,15,1.8333E+11
2019,4,5,16,1.84746E+11
2019,4,5,17,1.84851E+11
2019,4,5,18,1.85618E+11
2019,4,5,19,1.86389E+11
2019,4,5,20,1.85902E+11
2019,4,5,21,1.8597E+11
2019,4,5,22,1.86482E+11
2019,4,5,23,1.84809E+11
2019,4,5,24,1.83705E+11
2019,4,6,1,1.84717E+11
2019,4,6,2,1.79003E+11
2019,4,6,3,1.68412E+11
2019,4,6,4,1.54473E+11
2019,4,6,5,1.39315E+11
2019,4,6,6,1.2732E+11
2019,4,6,7,1.19893E+11
2019,4,6,8,1.14834E+11
2019,4,6,9,1.12743E+11
2019,4,6,10,1.14406E+11
2019,4,6,11,1.1992E+11
2019,4,6,12,1.2818E+11
2019,4,6,13,1.38547E+11
2019,4,6,14,1.4722E+11
2019,4,6,15,1.52277E+11
2019,4,6,16,1.54997E+11
2019,4,6,17,1.55714E+11
2019,4,6,18,1.55506E+11
2019,4,6,19,1.54095E+11
2019,4,6,20,1.54561E+11
2019,4,6,21,1.56457E+11
2019,4,6,22,1.58137E+11
2019,4,6,23,1.5855E+11
2019,4,6,24,1.5905E+11
2019,4,7,1,1.63299E+11
2019,4,7,2,1.60118E+11
2019,4,7,3,1.52822E+11
2019,4,7,4,1.40358E+11
2019,4,7,5,1.27463E+11
2019,4,7,6,1.18009E+11
2019,4,7,7,1.10375E+11
2019,4,7,8,1.05687E+11
2019,4,7,9,1.03825E+11
2019,4,7,10,1.04226E+11
2019,4,7,11,1.07329E+11
2019,4,7,12,1.11841E+11
2019,4,7,13,1.19792E+11
2019,4,7,14,1.28634E+11
2019,4,7,15,1.34981E+11
2019,4,7,16,1.409E+11
2019,4,7,17,1.44136E+11
2019,4,7,18,1.47834E+11
2019,4,7,19,1.50444E+11
2019,4,7,20,1.52929E+11
2019,4,7,21,1.56423E+11
2019,4,7,22,1.59801E+11
2019,4,7,23,1.63708E+11
2019,4,7,24,1.68145E+11
2019,4,8,1,1.74068E+11
2019,4,8,2,1.69959E+11
2019,4,8,3,1.58625E+11
2019,4,8,4,1.4149E+11
2019,4,8,5,1.26326E+11
2019,4,8,6,1.15213E+11
2019,4,8,7,1.08044E+11
2019,4,8,8,1.04566E+11
2019,4,8,9,1.05171E+11
2019,4,8,10,1.1246E+11
2019,4,8,11,1.30043E+11
2019,4,8,12,1.49691E+11
2019,4,8,13,1.61499E+11
2019,4,8,14,1.69908E+11
2019,4,8,15,1.76687E+11
2019,4,8,16,1.8194E+11
2019,4,8,17,1.87392E+11
2019,4,8,18,1.93073E+11
2019,4,8,19,1.95638E+11
2019,4,8,20,1.98173E+11
2019,4,8,21,2.01271E+11
2019,4,8,22,2.03796E+11
2019,4,8,23,2.04815E+11
2019,4,8,24,2.05838E+11
2019,4,9,1,2.07613E+11
2019,4,9,2,2.00881E+11
2019,4,9,3,1.82854E+11
2019,4,9,4,1.60596E+11
2019,4,9,5,1.41869E+11
2019,4,9,6,1.27109E+11
2019,4,9,7,1.17105E+11
2019,4,9,8,1.11443E+11
2019,4,9,9,1.11062E+11
2019,4,9,10,1.17859E+11
2019,4,9,11,1.34527E+11
2019,4,9,12,1.52289E+11
2019,4,9,13,1.62569E+11
2019,4,9,14,1.69724E+11
2019,4,9,15,1.75716E+11
2019,4,9,16,1.80314E+11
2019,4,9,17,1.84345E+11
2019,4,9,18,1.89425E+11
2019,4,9,19,1.93669E+11
2019,4,9,20,1.96675E+11
2019,4,9,21,2.00752E+11
2019,4,9,22,2.0416E+11
2019,4,9,23,2.04901E+11
2019,4,9,24,2.05306E+11
2019,4,10,1,2.0623E+11
2019,4,10,2,1.99363E+11
2019,4,10,3,1.8131E+11
2019,4,10,4,1.60347E+11
2019,4,10,5,1.41847E+11
2019,4,10,6,1.28076E+11
2019,4,10,7,1.19106E+11
2019,4,10,8,1.144E+11
2019,4,10,9,1.14018E+11
2019,4,10,10,1.19839E+11
2019,4,10,11,1.37859E+11
2019,4,10,12,1.55564E+11
2019,4,10,13,1.64431E+11
2019,4,10,14,1.71061E+11
2019,4,10,15,1.76814E+11
2019,4,10,16,1.81635E+11
2019,4,10,17,1.8654E+11
2019,4,10,18,1.91506E+11
2019,4,10,19,1.96538E+11
2019,4,10,20,2.00864E+11
2019,4,10,21,2.05687E+11
2019,4,10,22,2.09521E+11
2019,4,10,23,2.10882E+11
2019,4,10,24,2.09962E+11
2019,4,11,1,2.11752E+11
2019,4,11,2,2.05166E+11
2019,4,11,3,1.871E+11
2019,4,11,4,1.65738E+11
2019,4,11,5,1.47068E+11
2019,4,11,6,1.33172E+11
2019,4,11,7,1.24241E+11
2019,4,11,8,1.19772E+11
2019,4,11,9,1.18629E+11
2019,4,11,10,1.24763E+11
2019,4,11,11,1.43105E+11
2019,4,11,12,1.60712E+11
2019,4,11,13,1.70133E+11
2019,4,11,14,1.76962E+11
2019,4,11,15,1.826E+11
2019,4,11,16,1.8626E+11
2019,4,11,17,1.90113E+11
2019,4,11,18,1.93802E+11
2019,4,11,19,1.95515E+11
2019,4,11,20,1.97493E+11
2019,4,11,21,1.99632E+11
2019,4,11,22,2.02021E+11
2019,4,11,23,2.01255E+11
2019,4,11,24,2.01825E+11
2019,4,12,1,2.03886E+11
2019,4,12,2,2.00139E+11
2019,4,12,3,1.84546E+11
2019,4,12,4,1.64399E+11
2019,4,12,5,1.4651E+11
2019,4,12,6,1.32516E+11
2019,4,12,7,1.23782E+11
2019,4,12,8,1.18285E+11
2019,4,12,9,1.17593E+11
2019,4,12,10,1.23694E+11
2019,4,12,11,1.41426E+11
2019,4,12,12,1.60382E+11
2019,4,12,13,1.71957E+11
2019,4,12,14,1.77591E+11
2019,4,12,15,1.82826E+11
2019,4,12,16,1.85611E+11
2019,4,12,17,1.8583E+11
2019,4,12,18,1.86763E+11
2019,4,12,19,1.87305E+11
2019,4,12,20,1.86578E+11
2019,4,12,21,1.86967E+11
2019,4,12,22,1.86491E+11
2019,4,12,23,1.82576E+11
2019,4,12,24,1.80024E+11
2019,4,13,1,1.80975E+11
2019,4,13,2,1.77758E+11
2019,4,13,3,1.66205E+11
2019,4,13,4,1.50946E+11
2019,4,13,5,1.3627E+11
2019,4,13,6,1.25841E+11
2019,4,13,7,1.17565E+11
2019,4,13,8,1.12373E+11
2019,4,13,9,1.10302E+11
2019,4,13,10,1.11961E+11
2019,4,13,11,1.16831E+11
2019,4,13,12,1.24678E+11
2019,4,13,13,1.35122E+11
2019,4,13,14,1.46624E+11
2019,4,13,15,1.56272E+11
2019,4,13,16,1.61979E+11
2019,4,13,17,1.64309E+11
2019,4,13,18,1.64109E+11
2019,4,13,19,1.64108E+11
2019,4,13,20,1.65073E+11
2019,4,13,21,1.65225E+11
2019,4,13,22,1.65978E+11
2019,4,13,23,1.66422E+11
2019,4,13,24,1.66509E+11
2019,4,14,1,1.6996E+11
2019,4,14,2,1.67144E+11
2019,4,14,3,1.5806E+11
2019,4,14,4,1.45364E+11
2019,4,14,5,1.3218E+11
2019,4,14,6,1.2224E+11
2019,4,14,7,1.14805E+11
2019,4,14,8,1.11288E+11
2019,4,14,9,1.08958E+11
2019,4,14,10,1.08994E+11
2019,4,14,11,1.12477E+11
2019,4,14,12,1.18572E+11
2019,4,14,13,1.29589E+11
2019,4,14,14,1.39961E+11
2019,4,14,15,1.4904E+11
2019,4,14,16,1.54962E+11
2019,4,14,17,1.57971E+11
2019,4,14,18,1.59634E+11
2019,4,14,19,1.59516E+11
2019,4,14,20,1.60729E+11
2019,4,14,21,1.6362E+11
2019,4,14,22,1.67108E+11
2019,4,14,23,1.69326E+11
2019,4,14,24,1.7277E+11
2019,4,15,1,1.77428E+11
2019,4,15,2,1.74913E+11
2019,4,15,3,1.65603E+11
2019,4,15,4,1.50557E+11
2019,4,15,5,1.35624E+11
2019,4,15,6,1.24079E+11
2019,4,15,7,1.17206E+11
2019,4,15,8,1.14355E+11
2019,4,15,9,1.14649E+11
2019,4,15,10,1.2199E+11
2019,4,15,11,1.41976E+11
2019,4,15,12,1.62848E+11
2019,4,15,13,1.75123E+11
2019,4,15,14,1.80771E+11
2019,4,15,15,1.83551E+11
2019,4,15,16,1.84079E+11
2019,4,15,17,1.81849E+11
2019,4,15,18,1.8021E+11
2019,4,15,19,1.7942E+11
2019,4,15,20,1.79202E+11
2019,4,15,21,1.81312E+11
2019,4,15,22,1.84222E+11
2019,4,15,23,1.86195E+11
2019,4,15,24,1.87727E+11
2019,4,16,1,1.92709E+11
2019,4,16,2,1.90602E+11
2019,4,16,3,1.77056E+11
2019,4,16,4,1.58163E+11
2019,4,16,5,1.4075E+11
2019,4,16,6,1.29124E+11
2019,4,16,7,1.21377E+11
2019,4,16,8,1.17557E+11
2019,4,16,9,1.17984E+11
2019,4,16,10,1.25312E+11
2019,4,16,11,1.44397E+11
2019,4,16,12,1.62697E+11
2019,4,16,13,1.70413E+11
2019,4,16,14,1.73456E+11
2019,4,16,15,1.74506E+11
2019,4,16,16,1.73851E+11
2019,4,16,17,1.73868E+11
2019,4,16,18,1.75268E+11
2019,4,16,19,1.77522E+11
2019,4,16,20,1.8021E+11
2019,4,16,21,1.83277E+11
2019,4,16,22,1.87217E+11
2019,4,16,23,1.87919E+11
2019,4,16,24,1.87429E+11
2019,4,17,1,1.90895E+11
2019,4,17,2,1.88836E+11
2019,4,17,3,1.74301E+11
2019,4,17,4,1.55832E+11
2019,4,17,5,1.37653E+11
2019,4,17,6,1.25215E+11
2019,4,17,7,1.16596E+11
2019,4,17,8,1.12306E+11
2019,4,17,9,1.12674E+11
2019,4,17,10,1.18826E+11
2019,4,17,11,1.34789E+11
2019,4,17,12,1.5221E+11
2019,4,17,13,1.62293E+11
2019,4,17,14,1.68823E+11
2019,4,17,15,1.73477E+11
2019,4,17,16,1.75526E+11
2019,4,17,17,1.77646E+11
2019,4,17,18,1.806E+11
2019,4,17,19,1.83333E+11
2019,4,17,20,1.86803E+11
2019,4,17,21,1.90494E+11
2019,4,17,22,1.93679E+11
2019,4,17,23,1.9444E+11
2019,4,17,24,1.9448E+11
2019,4,18,1,1.97898E+11
2019,4,18,2,1.94299E+11
2019,4,18,3,1.79236E+11
2019,4,18,4,1.59838E+11
2019,4,18,5,1.42389E+11
2019,4,18,6,1.27766E+11
2019,4,18,7,1.18144E+11
2019,4,18,8,1.13259E+11
2019,4,18,9,1.12935E+11
2019,4,18,10,1.17148E+11
2019,4,18,11,1.32132E+11
2019,4,18,12,1.49781E+11
2019,4,18,13,1.6258E+11
2019,4,18,14,1.72384E+11
2019,4,18,15,1.79803E+11
2019,4,18,16,1.83862E+11
2019,4,18,17,1.8704E+11
2019,4,18,18,1.90088E+11
2019,4,18,19,1.93162E+11
2019,4,18,20,1.95607E+11
2019,4,18,21,1.97653E+11
2019,4,18,22,1.99552E+11
2019,4,18,23,1.98163E+11
2019,4,18,24,1.9568E+11
2019,4,19,1,1.98932E+11
2019,4,19,2,1.94865E+11
2019,4,19,3,1.8004E+11
2019,4,19,4,1.60044E+11
2019,4,19,5,1.41409E+11
2019,4,19,6,1.28301E+11
2019,4,19,7,1.18915E+11
2019,4,19,8,1.13802E+11
2019,4,19,9,1.1253E+11
2019,4,19,10,1.15452E+11
2019,4,19,11,1.24692E+11
2019,4,19,12,1.37496E+11
2019,4,19,13,1.50075E+11
2019,4,19,14,1.61614E+11
2019,4,19,15,1.69893E+11
2019,4,19,16,1.73726E+11
2019,4,19,17,1.74149E+11
2019,4,19,18,1.73541E+11
2019,4,19,19,1.72851E+11
2019,4,19,20,1.71573E+11
2019,4,19,21,1.72294E+11
2019,4,19,22,1.7295E+11
2019,4,19,23,1.719E+11
2019,4,19,24,1.71033E+11
2019,4,20,1,1.72949E+11
2019,4,20,2,1.70081E+11
2019,4,20,3,1.61355E+11
2019,4,20,4,1.47878E+11
2019,4,20,5,1.33592E+11
2019,4,20,6,1.22204E+11
2019,4,20,7,1.13741E+11
2019,4,20,8,1.09027E+11
2019,4,20,9,1.06871E+11
2019,4,20,10,1.07764E+11
2019,4,20,11,1.11354E+11
2019,4,20,12,1.17931E+11
2019,4,20,13,1.29355E+11
2019,4,20,14,1.40181E+11
2019,4,20,15,1.47438E+11
2019,4,20,16,1.5009E+11
2019,4,20,17,1.49864E+11
2019,4,20,18,1.47916E+11
2019,4,20,19,1.46361E+11
2019,4,20,20,1.46495E+11
2019,4,20,21,1.48058E+11
2019,4,20,22,1.50789E+11
2019,4,20,23,1.52658E+11
2019,4,20,24,1.53794E+11
2019,4,21,1,1.58013E+11
2019,4,21,2,1.58531E+11
2019,4,21,3,1.52045E+11
2019,4,21,4,1.39666E+11
2019,4,21,5,1.2636E+11
2019,4,21,6,1.15658E+11
2019,4,21,7,1.08734E+11
2019,4,21,8,1.0404E+11
2019,4,21,9,1.0221E+11
2019,4,21,10,1.02428E+11
2019,4,21,11,1.0589E+11
2019,4,21,12,1.11265E+11
2019,4,21,13,1.20431E+11
